gameid,home,homescore,away,awayscore,date
2.02E+11,Florida Atlantic,76,Florida International,79,2/23/2019
2.02E+11,High Point,87,Gardner-Webb,79,2/23/2019
2.02E+11,Virginia Commonwealth,85,George Washington,57,2/23/2019
2.02E+11,Creighton,82,Georgetown,69,2/23/2019
2.02E+11,Mississippi,72,Georgia,71,2/23/2019
2.02E+11,Appalachian State,69,Georgia Southern,92,2/23/2019
2.02E+11,Coastal Carolina,95,Georgia State,82,2/23/2019
2.02E+11,Miami (FL),80,Georgia Tech,65,2/23/2019
2.02E+11,Jackson State,71,Grambling,60,2/23/2019
2.02E+11,Radford,71,Hampton,74,2/23/2019
2.02E+11,Massachusetts-Lowell,73,Hartford,75,2/23/2019
2.02E+11,Yale,86,Harvard,88,2/23/2019
2.02E+11,Cal Poly,88,Hawaii,80,2/23/2019
2.02E+11,Sam Houston State,119,Houston Baptist,113,2/23/2019
2.02E+11,Coppin State,73,Howard,74,2/23/2019
2.02E+11,Southern Utah,85,Idaho,76,2/23/2019
2.02E+11,Stephen F. Austin,81,Incarnate Word,54,2/23/2019
2.02E+11,Missouri State,67,Indiana State,61,2/23/2019
2.02E+11,Hofstra,99,James Madison,104,2/23/2019
2.02E+11,Florida Gulf Coast,78,Kennesaw State,56,2/23/2019
2.02E+11,Texas A&M-Corpus Christi,58,Lamar,63,2/23/2019
2.02E+11,North Florida,75,Liberty,70,2/23/2019
2.02E+11,UC-Riverside,67,Long Beach State,71,2/23/2019
2.02E+11,Saint Francis (PA),66,Long Island University,69,2/23/2019
2.02E+11,Texas State,64,Louisiana,62,2/23/2019
2.02E+11,Texas-Arlington,91,Louisiana-Monroe,86,2/23/2019
2.02E+11,Pacific,56,Loyola Marymount,63,2/23/2019
2.02E+11,Boston University,72,Loyola (MD),65,2/23/2019
2.02E+11,Stony Brook,81,Maine,53,2/23/2019
2.02E+11,Albany (NY),84,Maryland-Baltimore County,75,2/23/2019
2.02E+11,Delaware State,56,Maryland-Eastern Shore,62,2/23/2019
2.02E+11,Wichita State,85,Memphis,88,2/23/2019
2.02E+11,Akron,70,Miami (OH),58,2/23/2019
2.02E+11,Prairie View,69,Mississippi Valley State,63,2/23/2019
2.02E+11,Florida,64,Missouri,60,2/23/2019
2.02E+11,Utah Valley,79,Missouri-Kansas City,67,2/23/2019
2.02E+11,Montana,89,Montana State,83,2/23/2019
2.02E+11,Tennessee Tech,63,Morehead State,66,2/23/2019
2.02E+11,Bryant,81,Mount St. Mary's,58,2/23/2019
2.02E+11,Colgate,93,Navy,71,2/23/2019
2.02E+11,North Dakota State,50,Omaha,58,2/23/2019
2.02E+11,McNeese State,51,New Orleans,60,2/23/2019
2.02E+11,Jacksonville,73,NJIT,77,2/23/2019
2.02E+11,Morgan State,74,Norfolk State,75,2/23/2019
2.02E+11,Stetson,63,North Alabama,60,2/23/2019
2.02E+11,William & Mary,71,North Carolina-Wilmington,63,2/23/2019
2.02E+11,Louisiana Tech,66,North Texas,53,2/23/2019
2.02E+11,Toledo,57,Northern Illinois,54,2/23/2019
2.02E+11,Western Illinois,75,Oral Roberts,66,2/23/2019
2.02E+11,UCLA,90,Oregon,83,2/23/2019
2.02E+11,Southern California,62,Oregon State,67,2/23/2019
2.02E+11,Illinois,76,Penn State,83,2/23/2019
2.02E+11,Pepperdine,86,Portland,80,2/23/2019
2.02E+11,North Carolina-Asheville,55,Presbyterian,71,2/23/2019
2.02E+11,Texas-El Paso,81,Rice,85,2/23/2019
2.02E+11,La Salle,75,Richmond,84,2/23/2019
2.02E+11,Portland State,65,Sacramento State,57,2/23/2019
2.02E+11,Central Connecticut State,66,Sacred Heart,80,2/23/2019
2.02E+11,Massachusetts,80,Saint Joseph's,79,2/23/2019
2.02E+11,Dayton,70,Saint Louis,62,2/23/2019
2.02E+11,San Diego,46,Saint Mary's (CA),66,2/23/2019
2.02E+11,Citadel,87,Samford,83,2/23/2019
2.02E+11,Nevada-Las Vegas,59,San Diego State,60,2/23/2019
2.02E+11,Santa Clara,68,San Francisco,65,2/23/2019
2.02E+11,Air Force,82,San Jose State,68,2/23/2019
2.02E+11,North Carolina Central,78,Savannah State,69,2/23/2019
2.02E+11,St. John's (NY),78,Seton Hall,70,2/23/2019
2.02E+11,Troy,52,South Alabama,68,2/23/2019
2.02E+11,Mississippi State,76,South Carolina,61,2/23/2019
2.02E+11,North Carolina A&T,63,South Carolina State,62,2/23/2019
2.02E+11,South Dakota State,94,South Dakota,89,2/23/2019
2.02E+11,Murray State,103,Southeast Missouri State,67,2/23/2019
2.02E+11,Abilene Christian,66,Southeastern Louisiana,75,2/23/2019
2.02E+11,Belmont,97,Southern Illinois-Edwardsville,75,2/23/2019
2.02E+11,Fordham,53,St. Bonaventure,74,2/23/2019
2.02E+11,Robert Morris,67,St. Francis (NY),62,2/23/2019
2.02E+11,Austin Peay,92,Tennessee-Martin,78,2/23/2019
2.02E+11,Oklahoma,69,Texas,67,2/23/2019
2.02E+11,Arkansas,80,Texas A&M,87,2/23/2019
2.02E+11,New Mexico State,88,Texas-Rio Grande Valley,79,2/23/2019
2.02E+11,Northeastern,73,Towson,58,2/23/2019
2.02E+11,Temple,84,Tulsa,73,2/23/2019
2.02E+11,Washington State,79,Utah,92,2/23/2019
2.02E+11,Boise State,71,Utah State,78,2/23/2019
2.02E+11,Northern Iowa,64,Valparaiso,53,2/23/2019
2.02E+11,Alabama,68,Vanderbilt,61,2/23/2019
2.02E+11,Binghamton,63,Vermont,69,2/23/2019
2.02E+11,Western Carolina,78,Virginia Military Institute,83,2/23/2019
2.02E+11,Fairleigh Dickinson,74,Wagner,66,2/23/2019
2.02E+11,Baylor,82,West Virginia,75,2/23/2019
2.02E+11,Old Dominion,67,Western Kentucky,63,2/23/2019
2.02E+11,Eastern Michigan,77,Western Michigan,76,2/23/2019
2.02E+11,Furman,64,Wofford,72,2/23/2019
2.02E+11,Colorado State,83,Wyoming,48,2/23/2019
2.02E+11,Wright State,82,Youngstown State,54,2/23/2019
2.02E+11,Michigan,70,Michigan State,77,2/24/2019
2.02E+11,Xavier,66,Villanova,54,2/24/2019
2.02E+11,Army,66,American,77,2/24/2019
2.02E+11,Arizona State,69,University of California,59,2/24/2019
2.02E+11,Iona,87,Canisius,80,2/24/2019
2.02E+11,Connecticut,60,Cincinnati,64,2/24/2019
2.02E+11,Illinois State,67,Drake,60,2/24/2019
2.02E+11,North Carolina-Greensboro,60,East Tennessee State,59,2/24/2019
2.02E+11,IUPUI,79,Green Bay,68,2/24/2019
2.02E+11,Lehigh,71,Holy Cross,73,2/24/2019
2.02E+11,Bucknell,118,Lafayette,76,2/24/2019
2.02E+11,Southern Illinois,63,Loyola (IL),53,2/24/2019
2.02E+11,Fairfield,72,Manhattan,59,2/24/2019
2.02E+11,Siena,67,Marist,55,2/24/2019
2.02E+11,Illinois-Chicago,74,Milwaukee,59,2/24/2019
2.02E+11,Rutgers,68,Minnesota,64,2/24/2019
2.02E+11,Saint Peter's,78,Niagara,60,2/24/2019
2.02E+11,Monmouth,56,Quinnipiac,68,2/24/2019
2.02E+11,Central Florida,95,Southern Methodist,48,2/24/2019
2.02E+11,Arizona,70,Stanford,54,2/24/2019
2.02E+11,North Carolina State,94,Wake Forest,74,2/24/2019
2.02E+11,Kansas,64,Kansas State,49,2/25/2019
2.02E+11,Florida State,68,Notre Dame,61,2/25/2019
2.02E+11,Alcorn State,61,Alabama A&M,55,2/25/2019
2.02E+11,Southern,57,Alabama State,60,2/25/2019
2.02E+11,Prairie View,48,Arkansas-Pine Bluff,44,2/25/2019
2.02E+11,Coppin State,60,Delaware State,70,2/25/2019
2.02E+11,Morgan State,69,Howard,75,2/25/2019
2.02E+11,Texas Southern,92,Mississippi Valley State,80,2/25/2019
2.02E+11,Lipscomb,81,NJIT,77,2/25/2019
2.02E+11,Montana,72,Northern Colorado,74,2/25/2019
2.02E+11,Iowa State,78,Oklahoma,61,2/25/2019
2.02E+11,North Carolina A&T,63,Savannah State,58,2/25/2019
2.02E+11,North Carolina Central,72,South Carolina State,62,2/25/2019
2.02E+11,Virginia Tech,77,Duke,72,2/26/2019
2.02E+11,Kentucky,70,Arkansas,66,2/26/2019
2.02E+11,North Carolina,93,Syracuse,85,2/26/2019
2.02E+11,Louisiana State,66,Texas A&M,55,2/26/2019
2.02E+11,Indiana,75,Wisconsin,73,2/26/2019
2.02E+11,Buffalo,77,Akron,64,2/26/2019
2.02E+11,Ohio State,90,Iowa,70,2/26/2019
2.02E+11,South Carolina,62,Alabama,68,2/26/2019
2.02E+11,Eastern Michigan,66,Central Michigan,77,2/26/2019
2.02E+11,Massachusetts,48,Dayton,72,2/26/2019
2.02E+11,Rhode Island,80,George Washington,53,2/26/2019
2.02E+11,North Alabama,69,Jacksonville,55,2/26/2019
2.02E+11,Liberty,76,Kennesaw State,59,2/26/2019
2.02E+11,Wake Forest,76,Miami (FL),75,2/26/2019
2.02E+11,Bowling Green State,69,Miami (OH),82,2/26/2019
2.02E+11,Mississippi State,68,Missouri,49,2/26/2019
2.02E+11,San Jose State,89,New Mexico,82,2/26/2019
2.02E+11,Kent State,78,Ohio,73,2/26/2019
2.02E+11,Butler,67,Providence,73,2/26/2019
2.02E+11,Virginia Commonwealth,71,Saint Louis,65,2/26/2019
2.02E+11,Utah State,70,San Diego State,54,2/26/2019
2.02E+11,North Florida,77,Stetson,67,2/26/2019
2.02E+11,Memphis,81,Temple,73,2/26/2019
2.02E+11,West Virginia,104,Texas Christian,96,2/26/2019
2.02E+11,Ball State,72,Toledo,80,2/26/2019
2.02E+11,Seattle,68,Utah Valley,77,2/26/2019
2.02E+11,Northern Illinois,70,Western Michigan,65,2/26/2019
2.02E+11,Virginia,81,Georgia Tech,51,2/27/2019
2.02E+11,Mississippi,71,Tennessee,73,2/27/2019
2.02E+11,East Carolina,65,Houston,99,2/27/2019
2.02E+11,Villanova,67,Marquette,61,2/27/2019
2.02E+11,Texas Tech,84,Oklahoma State,80,2/27/2019
2.02E+11,Nevada,89,Nevada-Las Vegas,73,2/27/2019
2.02E+11,Purdue,73,Illinois,56,2/27/2019
2.02E+11,Penn State,78,Maryland,61,2/27/2019
2.02E+11,Southern Methodist,49,Cincinnati,52,2/27/2019
2.02E+11,Texas A&M-Corpus Christi,64,Abilene Christian,73,2/27/2019
2.02E+11,Georgia,75,Auburn,78,2/27/2019
2.02E+11,Lafayette,82,Boston University,84,2/27/2019
2.02E+11,Navy,64,Bucknell,53,2/27/2019
2.02E+11,Cal State Northridge,70,UC-Riverside,68,2/27/2019
2.02E+11,South Carolina Upstate,73,Campbell,85,2/27/2019
2.02E+11,South Florida,63,Central Florida,75,2/27/2019
2.02E+11,Pittsburgh,48,Clemson,62,2/27/2019
2.02E+11,Boise State,62,Colorado State,76,2/27/2019
2.02E+11,La Salle,79,Davidson,69,2/27/2019
2.02E+11,Georgetown,82,DePaul,73,2/27/2019
2.02E+11,St. Bonaventure,68,Duquesne,47,2/27/2019
2.02E+11,Grand Canyon,95,Eastern New Mexico,64,2/27/2019
2.02E+11,Vanderbilt,55,Florida,71,2/27/2019
2.02E+11,Binghamton,76,Hartford,96,2/27/2019
2.02E+11,Colgate,79,Holy Cross,59,2/27/2019
2.02E+11,Lamar,110,Houston Baptist,75,2/27/2019
2.02E+11,Northwestern State,68,Incarnate Word,60,2/27/2019
2.02E+11,Drake,80,Indiana State,68,2/27/2019
2.02E+11,American,66,Lehigh,80,2/27/2019
2.02E+11,Boston College,66,Louisville,59,2/27/2019
2.02E+11,Northern Iowa,55,Loyola (IL),56,2/27/2019
2.02E+11,Army,79,Loyola (MD),69,2/27/2019
2.02E+11,Stony Brook,78,Maryland-Baltimore County,63,2/27/2019
2.02E+11,Maine,61,Massachusetts-Lowell,70,2/27/2019
2.02E+11,Nicholls State,75,McNeese State,84,2/27/2019
2.02E+11,Illinois State,65,Missouri State,57,2/27/2019
2.02E+11,Albany (NY),58,New Hampshire,62,2/27/2019
2.02E+11,Canisius,84,Niagara,86,2/27/2019
2.02E+11,Charleston Southern,77,North Carolina-Asheville,48,2/27/2019
2.02E+11,Gardner-Webb,78,Presbyterian,70,2/27/2019
2.02E+11,High Point,54,Radford,72,2/27/2019
2.02E+11,George Mason,77,Richmond,63,2/27/2019
2.02E+11,Fordham,52,Saint Joseph's,66,2/27/2019
2.02E+11,New Orleans,60,Sam Houston State,71,2/27/2019
2.02E+11,Evansville,91,Southern Illinois,98,2/27/2019
2.02E+11,Central Arkansas,92,Stephen F. Austin,74,2/27/2019
2.02E+11,Baylor,84,Texas,83,2/27/2019
2.02E+11,Bradley,67,Valparaiso,42,2/27/2019
2.02E+11,Fresno State,71,Wyoming,60,2/27/2019
2.02E+11,Pacific,66,Gonzaga,86,2/28/2019
2.02E+11,Michigan,82,Nebraska,53,2/28/2019
2.02E+11,Chattanooga,54,Wofford,80,2/28/2019
2.02E+11,University of California,76,Washington,73,2/28/2019
2.02E+11,Louisiana-Monroe,81,Appalachian State,75,2/28/2019
2.02E+11,Oregon State,72,Arizona,74,2/28/2019
2.02E+11,Oregon,79,Arizona State,51,2/28/2019
2.02E+11,Georgia Southern,81,Little Rock,66,2/28/2019
2.02E+11,Georgia State,76,Arkansas State,60,2/28/2019
2.02E+11,Eastern Kentucky,82,Austin Peay,80,2/28/2019
2.02E+11,Tennessee-Martin,67,Belmont,112,2/28/2019
2.02E+11,St. Francis (NY),74,Bryant,66,2/28/2019
2.02E+11,Cal State Fullerton,86,Cal Poly,75,2/28/2019
2.02E+11,UC-Davis,48,UC-Irvine,64,2/28/2019
2.02E+11,Long Island University,84,Central Connecticut State,55,2/28/2019
2.02E+11,Louisiana,83,Coastal Carolina,70,2/28/2019
2.02E+11,Wichita State,65,Connecticut,63,2/28/2019
2.02E+11,James Madison,58,Elon,73,2/28/2019
2.02E+11,Mount St. Mary's,59,Fairleigh Dickinson,65,2/28/2019
2.02E+11,North Texas,54,Florida Atlantic,60,2/28/2019
2.02E+11,Samford,81,Furman,90,2/28/2019
2.02E+11,Drexel,77,Hofstra,80,2/28/2019
2.02E+11,Oakland,86,Illinois-Chicago,72,2/28/2019
2.02E+11,Detroit Mercy,87,IUPUI,85,2/28/2019
2.02E+11,Eastern Illinois,84,Jacksonville State,89,2/28/2019
2.02E+11,UC-Santa Barbara,64,Long Beach State,69,2/28/2019
2.02E+11,Louisiana Tech,79,Marshall,90,2/28/2019
2.02E+11,Virginia Military Institute,84,Mercer,71,2/28/2019
2.02E+11,Northwestern,50,Minnesota,62,2/28/2019
2.02E+11,Morehead State,52,Murray State,71,2/28/2019
2.02E+11,Oral Roberts,84,Omaha,80,2/28/2019
2.02E+11,Missouri-Kansas City,55,New Mexico State,75,2/28/2019
2.02E+11,Citadel,96,North Carolina-Greensboro,100,2/28/2019
2.02E+11,Purdue-Fort Wayne,82,North Dakota,88,2/28/2019
2.02E+11,South Dakota,75,North Dakota State,65,2/28/2019
2.02E+11,Delaware,64,Northeastern,75,2/28/2019
2.02E+11,Milwaukee,55,Northern Kentucky,65,2/28/2019
2.02E+11,Texas-San Antonio,64,Old Dominion,65,2/28/2019
2.02E+11,Saint Mary's (CA),65,Portland,48,2/28/2019
2.02E+11,Idaho,65,Portland State,67,2/28/2019
2.02E+11,Sacred Heart,87,Robert Morris,63,2/28/2019
2.02E+11,Eastern Washington,56,Sacramento State,59,2/28/2019
2.02E+11,Wagner,72,Saint Francis (PA),83,2/28/2019
2.02E+11,San Francisco,90,San Diego,91,2/28/2019
2.02E+11,Loyola Marymount,72,Santa Clara,70,2/28/2019
2.02E+11,California Baptist,65,Seattle,67,2/28/2019
2.02E+11,UCLA,93,Southern California,88,2/28/2019
2.02E+11,Southeast Missouri State,89,Tennessee State,74,2/28/2019
2.02E+11,Southern Illinois-Edwardsville,76,Tennessee Tech,68,2/28/2019
2.02E+11,South Alabama,57,Texas-Arlington,75,2/28/2019
2.02E+11,Chicago State,77,Texas-Rio Grande Valley,82,2/28/2019
2.02E+11,Troy,44,Texas State,58,2/28/2019
2.02E+11,Tulsa,72,Tulane,64,2/28/2019
2.02E+11,Stanford,98,Washington State,50,2/28/2019
2.02E+11,Northern Colorado,85,Weber State,61,2/28/2019
2.02E+11,Denver,74,Western Illinois,46,2/28/2019
2.02E+11,Alabama-Birmingham,67,Western Kentucky,73,2/28/2019
2.02E+11,Towson,65,William & Mary,67,2/28/2019
2.02E+11,Hampton,90,Winthrop,75,2/28/2019
2.02E+11,Green Bay,70,Wright State,67,2/28/2019
2.02E+11,St. John's (NY),73,Xavier,84,2/28/2019
2.02E+11,Miami (OH),69,Buffalo,77,3/1/2019
2.02E+11,Brown,77,Columbia,80,3/1/2019
2.02E+11,Yale,88,Cornell,65,3/1/2019
2.02E+11,Jacksonville,74,Florida Gulf Coast,77,3/1/2019
2.02E+11,Rider,79,Iona,86,3/1/2019
2.02E+11,Bowling Green State,77,Kent State,72,3/1/2019
2.02E+11,NJIT,51,Liberty,57,3/1/2019
2.02E+11,North Alabama,75,Lipscomb,87,3/1/2019
2.02E+11,Fairfield,59,Marist,44,3/1/2019
2.02E+11,Manhattan,54,Monmouth,62,3/1/2019
2.02E+11,Harvard,59,Pennsylvania,53,3/1/2019
2.02E+11,Dartmouth,76,Princeton,77,3/1/2019
2.02E+11,Saint Peter's,60,Quinnipiac,77,3/1/2019
2.02E+11,Dayton,70,Rhode Island,72,3/1/2019
2.02E+11,Canisius,68,Siena,62,3/1/2019
2.02E+11,Kennesaw State,83,Stetson,82,3/1/2019
2.02E+11,Saint Mary's (CA),55,Gonzaga,69,3/2/2019
2.02E+11,Virginia,73,Pittsburgh,49,3/2/2019
2.02E+11,Duke,87,Miami (FL),57,3/2/2019
2.02E+11,Tennessee,71,Kentucky,52,3/2/2019
2.02E+11,Clemson,79,North Carolina,81,3/2/2019
2.02E+11,Indiana,63,Michigan State,62,3/2/2019
2.02E+11,Houston,64,Central Florida,69,3/2/2019
2.02E+11,Texas Christian,66,Texas Tech,81,3/2/2019
2.02E+11,Utah State,81,Nevada,76,3/2/2019
2.02E+11,Alabama,69,Louisiana State,74,3/2/2019
2.02E+11,Purdue,86,Ohio State,51,3/2/2019
2.02E+11,Oklahoma State,67,Kansas,72,3/2/2019
2.02E+11,Kansas State,66,Baylor,60,3/2/2019
2.02E+11,Florida State,78,North Carolina State,73,3/2/2019
2.02E+11,Wisconsin,61,Penn State,57,3/2/2019
2.02E+11,Iowa,72,Rutgers,86,3/2/2019
2.02E+11,Cincinnati,71,Memphis,69,3/2/2019
2.02E+11,Samford,64,Wofford,85,3/2/2019
2.02E+11,Central Arkansas,55,Abilene Christian,67,3/2/2019
2.02E+11,Wyoming,72,Air Force,80,3/2/2019
2.02E+11,Hartford,82,Albany (NY),80,3/2/2019
2.02E+11,Southern,61,Alcorn State,46,3/2/2019
2.02E+11,Holy Cross,66,American,86,3/2/2019
2.02E+11,Oregon,73,Arizona,47,3/2/2019
2.02E+11,Georgia State,83,Little Rock,70,3/2/2019
2.02E+11,Georgia Southern,81,Arkansas State,70,3/2/2019
2.02E+11,Bucknell,62,Army,61,3/2/2019
2.02E+11,Murray State,94,Austin Peay,83,3/2/2019
2.02E+11,Western Michigan,58,Ball State,60,3/2/2019
2.02E+11,Southeast Missouri State,66,Belmont,84,3/2/2019
2.02E+11,Maine,60,Binghamton,83,3/2/2019
2.02E+11,Nevada-Las Vegas,85,Boise State,81,3/2/2019
2.02E+11,Loyola (IL),81,Bradley,68,3/2/2019
2.02E+11,Long Island University,81,Bryant,65,3/2/2019
2.02E+11,Villanova,75,Butler,54,3/2/2019
2.02E+11,Long Beach State,94,Cal Poly,85,3/2/2019
2.02E+11,Grand Canyon,73,Cal State Bakersfield,69,3/2/2019
2.02E+11,UC-Davis,66,Cal State Fullerton,59,3/2/2019
2.02E+11,UC-Riverside,47,UC-Irvine,68,3/2/2019
2.02E+11,Presbyterian,65,Charleston Southern,72,3/2/2019
2.02E+11,Virginia Military Institute,81,Citadel,78,3/2/2019
2.02E+11,Youngstown State,80,Cleveland State,89,3/2/2019
2.02E+11,Louisiana-Monroe,91,Coastal Carolina,97,3/2/2019
2.02E+11,Lafayette,70,Colgate,76,3/2/2019
2.02E+11,New Mexico,77,Colorado State,65,3/2/2019
2.02E+11,Yale,75,Columbia,83,3/2/2019
2.02E+11,Norfolk State,72,Coppin State,38,3/2/2019
2.02E+11,Brown,75,Cornell,51,3/2/2019
2.02E+11,Missouri State,62,Drake,73,3/2/2019
2.02E+11,Northern Illinois,69,Eastern Michigan,75,3/2/2019
2.02E+11,Towson,66,Elon,86,3/2/2019
2.02E+11,Valparaiso,63,Evansville,65,3/2/2019
2.02E+11,Central Connecticut State,58,Fairleigh Dickinson,70,3/2/2019
2.02E+11,North Carolina A&T,63,Florida A&M,42,3/2/2019
2.02E+11,Davidson,77,Fordham,52,3/2/2019
2.02E+11,Chattanooga,50,Furman,71,3/2/2019
2.02E+11,Saint Louis,81,George Mason,71,3/2/2019
2.02E+11,Florida,55,Georgia,61,3/2/2019
2.02E+11,Arkansas-Pine Bluff,70,Grambling,66,3/2/2019
2.02E+11,South Carolina Upstate,71,Hampton,92,3/2/2019
2.02E+11,North Carolina-Asheville,74,High Point,79,3/2/2019
2.02E+11,Delaware,70,Hofstra,92,3/2/2019
2.02E+11,Savannah State,76,Howard,81,3/2/2019
2.02E+11,Northern Colorado,71,Idaho State,62,3/2/2019
2.02E+11,Detroit Mercy,71,Illinois-Chicago,80,3/2/2019
2.02E+11,Southern Illinois,72,Illinois State,63,3/2/2019
2.02E+11,Texas,86,Iowa State,69,3/2/2019
2.02E+11,Oakland,74,IUPUI,63,3/2/2019
2.02E+11,Mississippi Valley State,60,Jackson State,57,3/2/2019
2.02E+11,Southern Illinois-Edwardsville,72,Jacksonville State,97,3/2/2019
2.02E+11,Saint Joseph's,72,La Salle,62,3/2/2019
2.02E+11,Loyola (MD),92,Lehigh,73,3/2/2019
2.02E+11,Gardner-Webb,66,Longwood,47,3/2/2019
2.02E+11,San Francisco,69,Loyola Marymount,74,3/2/2019
2.02E+11,Duquesne,80,Massachusetts,73,3/2/2019
2.02E+11,Houston Baptist,86,McNeese State,65,3/2/2019
2.02E+11,Arkansas,74,Mississippi,73,3/2/2019
2.02E+11,Auburn,80,Mississippi State,75,3/2/2019
2.02E+11,Eastern Kentucky,77,Morehead State,78,3/2/2019
2.02E+11,Delaware State,58,Morgan State,76,3/2/2019
2.02E+11,St. Francis (NY),71,Mount St. Mary's,73,3/2/2019
2.02E+11,Boston University,74,Navy,79,3/2/2019
2.02E+11,Denver,76,Omaha,86,3/2/2019
2.02E+11,Maryland-Baltimore County,56,New Hampshire,53,3/2/2019
2.02E+11,Chicago State,58,New Mexico State,92,3/2/2019
2.02E+11,Nicholls State,70,New Orleans,80,3/2/2019
2.02E+11,Mercer,47,North Carolina-Greensboro,74,3/2/2019
2.02E+11,College of Charleston,70,North Carolina-Wilmington,61,3/2/2019
2.02E+11,South Dakota,78,North Dakota,63,3/2/2019
2.02E+11,Purdue-Fort Wayne,66,North Dakota State,69,3/2/2019
2.02E+11,Drexel,66,Northeastern,90,3/2/2019
2.02E+11,Montana State,84,Northern Arizona,73,3/2/2019
2.02E+11,Indiana State,71,Northern Iowa,54,3/2/2019
2.02E+11,Green Bay,82,Northern Kentucky,86,3/2/2019
2.02E+11,Southeastern Louisiana,69,Northwestern State,55,3/2/2019
2.02E+11,Akron,49,Ohio,73,3/2/2019
2.02E+11,Pepperdine,72,Pacific,73,3/2/2019
2.02E+11,Dartmouth,51,Pennsylvania,65,3/2/2019
2.02E+11,Eastern Washington,68,Portland State,66,3/2/2019
2.02E+11,Alabama A&M,65,Prairie View,72,3/2/2019
2.02E+11,Harvard,66,Princeton,58,3/2/2019
2.02E+11,Campbell,64,Radford,62,3/2/2019
2.02E+11,Wagner,60,Robert Morris,69,3/2/2019
2.02E+11,Idaho,94,Sacramento State,90,3/2/2019
2.02E+11,Sacred Heart,94,Saint Francis (PA),84,3/2/2019
2.02E+11,Brigham Young,87,San Diego,73,3/2/2019
2.02E+11,San Diego State,84,San Jose State,56,3/2/2019
2.02E+11,Portland,62,Santa Clara,78,3/2/2019
2.02E+11,Georgetown,77,Seton Hall,71,3/2/2019
2.02E+11,Missouri,78,South Carolina,63,3/2/2019
2.02E+11,Bethune-Cookman,98,South Carolina State,95,3/2/2019
2.02E+11,Montana,70,Southern Utah,54,3/2/2019
2.02E+11,George Washington,58,St. Bonaventure,64,3/2/2019
2.02E+11,Lamar,81,Stephen F. Austin,79,3/2/2019
2.02E+11,Vermont,56,Stony Brook,50,3/2/2019
2.02E+11,Wake Forest,54,Syracuse,79,3/2/2019
2.02E+11,Tennessee-Martin,91,Tennessee State,86,3/2/2019
2.02E+11,Eastern Illinois,57,Tennessee Tech,63,3/2/2019
2.02E+11,Incarnate Word,72,Texas A&M-Corpus Christi,74,3/2/2019
2.02E+11,Troy,66,Texas-Arlington,79,3/2/2019
2.02E+11,Missouri-Kansas City,70,Texas-Rio Grande Valley,75,3/2/2019
2.02E+11,Alabama State,68,Texas Southern,78,3/2/2019
2.02E+11,South Alabama,77,Texas State,63,3/2/2019
2.02E+11,Central Michigan,68,Toledo,80,3/2/2019
2.02E+11,Colorado,71,Utah,63,3/2/2019
2.02E+11,California Baptist,63,Utah Valley,64,3/2/2019
2.02E+11,Texas A&M,64,Vanderbilt,57,3/2/2019
2.02E+11,Richmond,66,Virginia Commonwealth,69,3/2/2019
2.02E+11,University of California,76,Washington State,69,3/2/2019
2.02E+11,Oklahoma,92,West Virginia,80,3/2/2019
2.02E+11,East Tennessee State,81,Western Carolina,74,3/2/2019
2.02E+11,South Dakota State,86,Western Illinois,66,3/2/2019
2.02E+11,James Madison,66,William & Mary,70,3/2/2019
2.02E+11,Milwaukee,62,Wright State,65,3/2/2019
2.02E+11,Maryland,62,Michigan,69,3/3/2019
2.02E+11,Marquette,60,Creighton,66,3/3/2019
2.02E+11,Stanford,61,Washington,62,3/3/2019
2.02E+11,Texas-San Antonio,76,Alabama-Birmingham,70,3/3/2019
2.02E+11,Louisiana,80,Appalachian State,90,3/3/2019
2.02E+11,Oregon State,71,Arizona State,74,3/3/2019
2.02E+11,Georgia Tech,81,Boston College,78,3/3/2019
2.02E+11,Hawaii,73,Cal State Northridge,84,3/3/2019
2.02E+11,Tulsa,91,East Carolina,78,3/3/2019
2.02E+11,Saint Peter's,62,Fairfield,52,3/3/2019
2.02E+11,Florida International,83,Louisiana Tech,76,3/3/2019
2.02E+11,Quinnipiac,58,Manhattan,62,3/3/2019
2.02E+11,North Texas,82,Marshall,85,3/3/2019
2.02E+11,Rice,67,Middle Tennessee,61,3/3/2019
2.02E+11,Illinois,81,Northwestern,76,3/3/2019
2.02E+11,Louisville,75,Notre Dame,61,3/3/2019
2.02E+11,Marist,64,Rider,75,3/3/2019
2.02E+11,Niagara,65,Siena,72,3/3/2019
2.02E+11,Connecticut,60,South Florida,58,3/3/2019
2.02E+11,Western Kentucky,76,Southern Mississippi,71,3/3/2019
2.02E+11,DePaul,92,St. John's (NY),83,3/3/2019
2.02E+11,Charlotte,68,Texas-El Paso,58,3/3/2019
2.02E+11,Temple,80,Tulane,69,3/3/2019
2.02E+11,Southern Methodist,55,Wichita State,67,3/3/2019
2.02E+11,Syracuse,53,Virginia,79,3/4/2019
2.02E+11,Texas Tech,70,Texas,51,3/4/2019
2.02E+11,Texas Christian,52,Kansas State,64,3/4/2019
2.02E+11,Mississippi Valley State,75,Grambling,77,3/4/2019
2.02E+11,Arkansas-Pine Bluff,56,Jackson State,57,3/4/2019
