gameid,home,homescore,away,awayscore,date
2.02E+11,Nevada-Las Vegas,64,Valparaiso,72,11/28/2018
2.02E+11,George Washington,53,Vermont,69,11/28/2018
2.02E+11,Old Dominion,62,Virginia Commonwealth,52,11/28/2018
2.02E+11,Utah Valley,82,Western State,59,11/28/2018
2.02E+11,Marshall,84,William & Mary,64,11/28/2018
2.02E+11,Tennessee Tech,70,Winthrop,82,11/28/2018
2.02E+11,Evansville,86,Wyoming,78,11/28/2018
2.02E+11,Bryant,61,Yale,103,11/28/2018
2.02E+11,Robert Morris,76,Youngstown State,56,11/28/2018
2.02E+11,Central Florida,70,Alabama,64,11/29/2018
2.02E+11,Alabama A&M,57,Alabama-Birmingham,67,11/29/2018
2.02E+11,Troy,74,Austin Peay,79,11/29/2018
2.02E+11,Samford,93,Belmont,99,11/29/2018
2.02E+11,Loyola Marymount,106,Bethesda University (CA),50,11/29/2018
2.02E+11,UC-Riverside,70,California Baptist,80,11/29/2018
2.02E+11,North Carolina A&T,72,Central Connecticut State,60,11/29/2018
2.02E+11,James Madison,81,Coppin State,71,11/29/2018
2.02E+11,Marist,76,Dartmouth,58,11/29/2018
2.02E+11,Chicago State,90,East-West,67,11/29/2018
2.02E+11,North Florida,81,Florida A&M,62,11/29/2018
2.02E+11,Arizona,100,Georgia Southern,70,11/29/2018
2.02E+11,Norfolk State,94,Hampton,89,11/29/2018
2.02E+11,Texas Southern,81,Huston-Tillotson,76,11/29/2018
2.02E+11,Santa Clara,81,Jackson State,70,11/29/2018
2.02E+11,Albany (NY),77,Long Island University,80,11/29/2018
2.02E+11,Southern Methodist,91,McNeese State,59,11/29/2018
2.02E+11,Idaho State,74,Montana Western,66,11/29/2018
2.02E+11,UC-Davis,73,Northern Arizona,57,11/29/2018
2.02E+11,UC-Santa Barbara,75,Sacramento State,58,11/29/2018
2.02E+11,Boston College,81,Sacred Heart,73,11/29/2018
2.02E+11,Southern Utah,111,San Diego Christian,64,11/29/2018
2.02E+11,Campbell,79,Trinity Baptist,29,11/29/2018
2.02E+11,Rutgers,67,Michigan State,78,11/30/2018
2.02E+11,Iowa,66,Wisconsin,72,11/30/2018
2.02E+11,Texas,59,Radford,62,11/30/2018
2.02E+11,Buffalo,96,Milwaukee,77,11/30/2018
2.02E+11,Dayton,58,Mississippi State,65,11/30/2018
2.02E+11,East Carolina,83,Appalachian State,81,11/30/2018
2.02E+11,Texas Christian,89,Central Michigan,62,11/30/2018
2.02E+11,South Carolina,85,Coastal Carolina,79,11/30/2018
2.02E+11,South Florida,73,Colgate,63,11/30/2018
2.02E+11,Albany (NY),77,Dartmouth,91,11/30/2018
2.02E+11,Maryland-Eastern Shore,62,Delaware,71,11/30/2018
2.02E+11,Pittsburgh,74,Duquesne,53,11/30/2018
2.02E+11,Long Island University,53,Marist,70,11/30/2018
2.02E+11,Northern Kentucky,78,Maryland-Baltimore County,60,11/30/2018
2.02E+11,Saint Francis (PA),79,Niagara,75,11/30/2018
2.02E+11,Morehead State,103,Ohio-Chillicothe,50,11/30/2018
2.02E+11,Minnesota,83,Oklahoma State,76,11/30/2018
2.02E+11,San Francisco,76,Stephen F. Austin,58,11/30/2018
2.02E+11,Towson,64,Vermont,70,11/30/2018
2.02E+11,American,58,Wagner,64,11/30/2018
2.02E+11,Creighton,92,Gonzaga,103,12/1/2018
2.02E+11,Kansas,90,Stanford,84,12/1/2018
2.02E+11,Duke,113,Stetson,49,12/1/2018
2.02E+11,Southern California,61,Nevada,73,12/1/2018
2.02E+11,Michigan,76,Purdue,57,12/1/2018
2.02E+11,Kentucky,78,North Carolina-Greensboro,61,12/1/2018
2.02E+11,Marquette,83,Kansas State,71,12/1/2018
2.02E+11,Virginia Tech,94,Central Connecticut State,40,12/1/2018
2.02E+11,Houston,65,Oregon,61,12/1/2018
2.02E+11,Memphis,67,Texas Tech,78,12/1/2018
2.02E+11,San Francisco,81,Buffalo,85,12/1/2018
2.02E+11,La Salle,78,Villanova,85,12/1/2018
2.02E+11,Maryland,66,Penn State,59,12/1/2018
2.02E+11,Pepperdine,77,Abilene Christian,62,12/1/2018
2.02E+11,Pacific,82,Air Force,69,12/1/2018
2.02E+11,Evansville,65,Albion,49,12/1/2018
2.02E+11,Lehigh,82,Arkansas State,70,12/1/2018
2.02E+11,Alabama A&M,61,Austin Peay,73,12/1/2018
2.02E+11,IUPUI,75,Ball State,85,12/1/2018
2.02E+11,Wichita State,71,Baylor,63,12/1/2018
2.02E+11,Green Bay,100,Belmont,92,12/1/2018
2.02E+11,Grand Canyon,69,Boise State,67,12/1/2018
2.02E+11,Elon,58,Boston University,65,12/1/2018
2.02E+11,Hartford,76,Bowling Green State,63,12/1/2018
2.02E+11,Weber State,113,Brigham Young,103,12/1/2018
2.02E+11,Navy,50,Brown,67,12/1/2018
2.02E+11,Saint Louis,64,Butler,52,12/1/2018
2.02E+11,Cal State Fullerton,99,Cal Lutheran,60,12/1/2018
2.02E+11,Fresno State,76,Cal Poly,67,12/1/2018
2.02E+11,South Dakota,68,Cal State Bakersfield,56,12/1/2018
2.02E+11,Saint Mary's (CA),84,University of California,71,12/1/2018
2.02E+11,College of Charleston,72,Charlotte,64,12/1/2018
2.02E+11,Nevada-Las Vegas,61,Cincinnati,65,12/1/2018
2.02E+11,Toledo,80,Cleveland State,67,12/1/2018
2.02E+11,Colorado,86,Colorado State,80,12/1/2018
2.02E+11,Syracuse,63,Cornell,55,12/1/2018
2.02E+11,North Carolina-Wilmington,85,Davidson,91,12/1/2018
2.02E+11,St. Bonaventure,90,Delaware State,61,12/1/2018
2.02E+11,Utah Valley,98,Denver,75,12/1/2018
2.02E+11,Akron,71,Detroit Mercy,59,12/1/2018
2.02E+11,North Dakota State,88,Drake,95,12/1/2018
2.02E+11,Wofford,79,East Tennessee State,62,12/1/2018
2.02E+11,Chicago State,80,Eastern Illinois,72,12/1/2018
2.02E+11,High Point,69,Eastern Kentucky,70,12/1/2018
2.02E+11,Northeastern,81,Eastern Michigan,67,12/1/2018
2.02E+11,Seattle,88,Eastern Washington,68,12/1/2018
2.02E+11,Army,63,Fairfield,60,12/1/2018
2.02E+11,Holy Cross,67,Fairleigh Dickinson,49,12/1/2018
2.02E+11,South Alabama,66,Florida A&M,57,12/1/2018
2.02E+11,Bethune-Cookman,72,Florida Atlantic,70,12/1/2018
2.02E+11,Arkansas,121,Florida International,89,12/1/2018
2.02E+11,Manhattan,56,Fordham,57,12/1/2018
2.02E+11,William & Mary,84,George Mason,87,12/1/2018
2.02E+11,Princeton,73,George Washington,52,12/1/2018
2.02E+11,Liberty,78,Georgia State,52,12/1/2018
2.02E+11,Louisiana State,78,Grambling,57,12/1/2018
2.02E+11,Binghamton,89,Hartwick,70,12/1/2018
2.02E+11,Siena,67,Harvard,64,12/1/2018
2.02E+11,Kennesaw State,52,Hofstra,78,12/1/2018
2.02E+11,Louisiana Tech,85,Houston Baptist,78,12/1/2018
2.02E+11,North Dakota,54,Idaho,67,12/1/2018
2.02E+11,Virginia Commonwealth,88,Iona,59,12/1/2018
2.02E+11,North Alabama,65,Jacksonville State,76,12/1/2018
2.02E+11,Old Dominion,67,James Madison,42,12/1/2018
2.02E+11,Rice,68,Lamar,75,12/1/2018
2.02E+11,Middle Tennessee,74,Lipscomb,84,12/1/2018
2.02E+11,San Diego,74,Long Beach State,70,12/1/2018
2.02E+11,Mississippi,83,Louisiana-Monroe,60,12/1/2018
2.02E+11,Seton Hall,65,Louisville,70,12/1/2018
2.02E+11,Illinois-Chicago,64,Loyola (IL),73,12/1/2018
2.02E+11,Saint Peter's,63,Maine,59,12/1/2018
2.02E+11,Ohio,101,Marshall,84,12/1/2018
2.02E+11,North Carolina Central,67,McNeese State,66,12/1/2018
2.02E+11,Citadel,79,Mercer,69,12/1/2018
2.02E+11,Stephen F. Austin,66,Milwaukee,51,12/1/2018
2.02E+11,California Baptist,107,Mississippi Valley State,71,12/1/2018
2.02E+11,Purdue-Fort Wayne,73,Missouri-Kansas City,90,12/1/2018
2.02E+11,Oregon State,101,Missouri State,77,12/1/2018
2.02E+11,Bucknell,65,Monmouth,43,12/1/2018
2.02E+11,Loyola (MD),75,Mount St. Mary's,65,12/1/2018
2.02E+11,Bryant,75,New Hampshire,65,12/1/2018
2.02E+11,Bradley,75,New Mexico,85,12/1/2018
2.02E+11,Massachusetts-Lowell,94,NJIT,71,12/1/2018
2.02E+11,Kent State,78,Norfolk State,67,12/1/2018
2.02E+11,Tennessee-Martin,87,North Carolina-Asheville,70,12/1/2018
2.02E+11,Charleston Southern,70,North Florida,76,12/1/2018
2.02E+11,Santa Clara,81,Northern Arizona,74,12/1/2018
2.02E+11,Wyoming,80,Northern Colorado,85,12/1/2018
2.02E+11,South Dakota State,82,Northern Iowa,50,12/1/2018
2.02E+11,Indiana,68,Northwestern,66,12/1/2018
2.02E+11,Texas-El Paso,77,Northwestern State,47,12/1/2018
2.02E+11,Xavier,73,Oakland,63,12/1/2018
2.02E+11,Portland State,123,Portland Bible College,40,12/1/2018
2.02E+11,Murray State,83,Prairie View,67,12/1/2018
2.02E+11,North Carolina A&T,70,Presbyterian,75,12/1/2018
2.02E+11,Stony Brook,71,Quinnipiac,61,12/1/2018
2.02E+11,Hampton,114,Regent,55,12/1/2018
2.02E+11,Providence,59,Rhode Island,50,12/1/2018
2.02E+11,Drexel,82,Robert Morris,69,12/1/2018
2.02E+11,Alcorn State,103,Rust,66,12/1/2018
2.02E+11,Cal State Northridge,68,Sacramento State,88,12/1/2018
2.02E+11,Little Rock,79,Sam Houston State,52,12/1/2018
2.02E+11,Illinois State,65,San Diego State,75,12/1/2018
2.02E+11,Gardner-Webb,97,Savannah State,60,12/1/2018
2.02E+11,Jacksonville,71,South Carolina State,69,12/1/2018
2.02E+11,Western Michigan,66,South Carolina Upstate,71,12/1/2018
2.02E+11,Tulane,61,Southeastern Louisiana,62,12/1/2018
2.02E+11,Louisiana,88,Southern,78,12/1/2018
2.02E+11,Southern Illinois-Edwardsville,61,Southern Illinois,82,12/1/2018
2.02E+11,Georgia Tech,73,St. John's (NY),76,12/1/2018
2.02E+11,Saint Joseph's,70,Temple,77,12/1/2018
2.02E+11,Western Kentucky,88,Tennessee State,74,12/1/2018
2.02E+11,Chattanooga,71,Tennessee Tech,60,12/1/2018
2.02E+11,Texas-Arlington,65,Texas-Rio Grande Valley,76,12/1/2018
2.02E+11,Arizona State,83,Texas Southern,71,12/1/2018
2.02E+11,Texas-San Antonio,68,Texas State,69,12/1/2018
2.02E+11,Utah,69,Tulsa,64,12/1/2018
2.02E+11,UC-Irvine,65,Utah State,89,12/1/2018
2.02E+11,North Carolina State,80,Vanderbilt,65,12/1/2018
2.02E+11,Longwood,65,Virginia Military Institute,45,12/1/2018
2.02E+11,Richmond,84,Wake Forest,74,12/1/2018
2.02E+11,New Mexico State,69,Washington State,63,12/1/2018
2.02E+11,Furman,90,Western Carolina,88,12/1/2018
2.02E+11,Southeast Missouri State,63,Western Illinois,70,12/1/2018
2.02E+11,Miami (OH),88,Wilberforce,57,12/1/2018
2.02E+11,Indiana State,69,Wright State,63,12/1/2018
2.02E+11,Miami (FL),73,Yale,77,12/1/2018
2.02E+11,West Virginia,106,Youngstown State,72,12/1/2018
2.02E+11,Tennessee,79,Texas A&M-Corpus Christi,51,12/2/2018
2.02E+11,Ohio State,79,Minnesota,59,12/2/2018
2.02E+11,Connecticut,72,Arizona,76,12/2/2018
2.02E+11,Valparaiso,82,UC-Riverside,73,12/2/2018
2.02E+11,Washington,67,UC-Santa Barbara,63,12/2/2018
2.02E+11,Missouri,64,Central Florida,62,12/2/2018
2.02E+11,Florida Gulf Coast,56,Colgate,74,12/2/2018
2.02E+11,Columbia,86,Delaware,87,12/2/2018
2.02E+11,Nebraska,75,Illinois,60,12/2/2018
2.02E+11,UCLA,82,Loyola Marymount,58,12/2/2018
2.02E+11,East Carolina,70,Maryland-Eastern Shore,47,12/2/2018
2.02E+11,Southern Methodist,79,Oral Roberts,67,12/2/2018
2.02E+11,Southern Mississippi,106,Rust,46,12/2/2018
2.02E+11,Lafayette,62,Sacred Heart,64,12/2/2018
2.02E+11,Virginia,83,Morgan State,45,12/3/2018
2.02E+11,Michigan State,90,Iowa,68,12/3/2018
2.02E+11,Florida State,83,Troy,67,12/3/2018
2.02E+11,Wisconsin,69,Rutgers,64,12/3/2018
2.02E+11,Delaware State,102,Cairn,66,12/3/2018
2.02E+11,Pepperdine,83,Cal State Northridge,90,12/3/2018
2.02E+11,Montana,80,College of Idaho,52,12/3/2018
2.02E+11,DePaul,65,Florida A&M,50,12/3/2018
2.02E+11,Georgetown,88,Liberty,78,12/3/2018
2.02E+11,Coppin State,60,Maryland-Baltimore County,71,12/3/2018
2.02E+11,Pittsburgh,70,Niagara,71,12/3/2018
2.02E+11,Iowa State,81,North Dakota State,59,12/3/2018
2.02E+11,Texas A&M,80,Northwestern State,59,12/3/2018
2.02E+11,East Tennessee State,107,Reinhardt,60,12/3/2018
2.02E+11,St. Francis (NY),104,St. Joseph's (NY),75,12/3/2018
2.02E+11,Georgia,92,Texas Southern,75,12/3/2018
2.02E+11,George Mason,67,Vermont,72,12/3/2018
2.02E+11,Kansas,72,Wofford,47,12/4/2018
2.02E+11,Northwestern,60,Michigan,62,12/4/2018
2.02E+11,Auburn,67,North Carolina-Asheville,41,12/4/2018
2.02E+11,Mississippi State,90,McNeese State,77,12/4/2018
2.02E+11,Elon,77,Furman,98,12/4/2018
2.02E+11,NJIT,77,Army,72,12/4/2018
2.02E+11,Saint Mary's (CA),93,Bethune-Cookman,61,12/4/2018
2.02E+11,Little Rock,62,Bradley,68,12/4/2018
2.02E+11,La Salle,79,Bucknell,92,12/4/2018
2.02E+11,Cal State Bakersfield,67,UC-Merced,53,12/4/2018
2.02E+11,Abilene Christian,83,Campbell,68,12/4/2018
2.02E+11,Grambling,81,Centenary (LA),57,12/4/2018
2.02E+11,Youngstown State,94,Central Michigan,100,12/4/2018
2.02E+11,Dayton,98,Detroit Mercy,59,12/4/2018
2.02E+11,Arkansas State,87,Evansville,77,12/4/2018
2.02E+11,West Virginia,56,Florida,66,12/4/2018
2.02E+11,Eastern Illinois,90,Fontbonne,37,12/4/2018
2.02E+11,Maine,75,Fordham,68,12/4/2018
2.02E+11,Alabama,80,Georgia State,83,12/4/2018
2.02E+11,Valparaiso,53,High Point,55,12/4/2018
2.02E+11,Massachusetts,78,Holy Cross,82,12/4/2018
2.02E+11,Appalachian State,100,Howard,86,12/4/2018
2.02E+11,Penn State,62,Indiana,64,12/4/2018
2.02E+11,Presbyterian,88,Jacksonville,94,12/4/2018
2.02E+11,Houston,79,Lamar,56,12/4/2018
2.02E+11,Belmont,76,Lipscomb,74,12/4/2018
2.02E+11,Boston University,79,Massachusetts-Lowell,60,12/4/2018
2.02E+11,Pennsylvania,89,Miami (FL),75,12/4/2018
2.02E+11,Seton Hall,77,New Hampshire,57,12/4/2018
2.02E+11,New Mexico State,100,New Mexico,65,12/4/2018
2.02E+11,Alabama-Birmingham,73,North Alabama,67,12/4/2018
2.02E+11,Syracuse,72,Northeastern,49,12/4/2018
2.02E+11,Cincinnati,78,Northern Kentucky,65,12/4/2018
2.02E+11,Notre Dame,80,Oklahoma,85,12/4/2018
2.02E+11,Louisiana Tech,82,Prairie View,68,12/4/2018
2.02E+11,Boston College,95,Providence,100,12/4/2018
2.02E+11,James Madison,73,Radford,66,12/4/2018
2.02E+11,American,95,Saint Francis (PA),82,12/4/2018
2.02E+11,Clemson,65,Saint Peter's,60,12/4/2018
2.02E+11,Colorado,82,South Dakota,58,12/4/2018
2.02E+11,Memphis,88,South Dakota State,80,12/4/2018
2.02E+11,Mississippi Valley State,57,Southeast Missouri State,77,12/4/2018
2.02E+11,Missouri,65,Texas-Arlington,45,12/4/2018
2.02E+11,Marquette,76,Texas-El Paso,69,12/4/2018
2.02E+11,Incarnate Word,82,Trinity (TX),57,12/4/2018
2.02E+11,Davidson,99,Winthrop,81,12/4/2018
2.02E+11,Gonzaga,81,Washington,79,12/5/2018
2.02E+11,Duke,84,Hartford,54,12/5/2018
2.02E+11,Texas Tech,65,Arkansas-Pine Bluff,47,12/5/2018
2.02E+11,North Carolina,97,North Carolina-Wilmington,67,12/5/2018
2.02E+11,Virginia Tech,89,Virginia Military Institute,68,12/5/2018
2.02E+11,Buffalo,89,Le Moyne,55,12/5/2018
2.02E+11,Illinois,67,Ohio State,77,12/5/2018
2.02E+11,Villanova,69,Temple,59,12/5/2018
2.02E+11,Minnesota,85,Nebraska,78,12/5/2018
2.02E+11,Purdue-Fort Wayne,68,Akron,65,12/5/2018
2.02E+11,Colorado State,74,Arkansas,98,12/5/2018
2.02E+11,Loyola (IL),69,Ball State,75,12/5/2018
2.02E+11,Morgan State,74,Binghamton,68,12/5/2018
2.02E+11,Cleveland State,82,Bowling Green State,64,12/5/2018
2.02E+11,Butler,70,Brown,55,12/5/2018
2.02E+11,Cal State Northridge,76,Cal State San Marcos,72,12/5/2018
2.02E+11,Northern Illinois,71,UC-Davis,62,12/5/2018
2.02E+11,California Baptist,66,UC-Irvine,69,12/5/2018
2.02E+11,Louisville,86,Central Arkansas,41,12/5/2018
2.02E+11,Columbia,62,Colgate,64,12/5/2018
2.02E+11,Richmond,82,Coppin State,47,12/5/2018
2.02E+11,Air Force,73,Denver,65,12/5/2018
2.02E+11,Toledo,101,Detroit Mercy,57,12/5/2018
2.02E+11,Oral Roberts,76,Florida Gulf Coast,96,12/5/2018
2.02E+11,Coastal Carolina,75,Hampton,66,12/5/2018
2.02E+11,Washington State,90,Idaho,70,12/5/2018
2.02E+11,Illinois-Chicago,94,Illinois State,75,12/5/2018
2.02E+11,Citadel,127,Johnson & Wales (NC),93,12/5/2018
2.02E+11,Connecticut,90,Lafayette,63,12/5/2018
2.02E+11,Yale,97,Lehigh,87,12/5/2018
2.02E+11,Louisiana,97,Loyola (LA),84,12/5/2018
2.02E+11,Cal State Fullerton,49,Loyola Marymount,59,12/5/2018
2.02E+11,Drexel,95,Loyola (MD),86,12/5/2018
2.02E+11,Duquesne,93,Marshall,82,12/5/2018
2.02E+11,Florida Atlantic,68,Mercer,64,12/5/2018
2.02E+11,Wright State,62,Miami (OH),65,12/5/2018
2.02E+11,Vanderbilt,79,Middle Tennessee,51,12/5/2018
2.02E+11,Hofstra,75,Monmouth,73,12/5/2018
2.02E+11,St. John's (NY),85,Mount St. Mary's,71,12/5/2018
2.02E+11,Delaware,65,Navy,80,12/5/2018
2.02E+11,Texas-Rio Grande Valley,70,North Dakota,56,12/5/2018
2.02E+11,Indiana State,69,North Texas,80,12/5/2018
2.02E+11,Xavier,82,Ohio,61,12/5/2018
2.02E+11,Tulsa,74,Oklahoma State,71,12/5/2018
2.02E+11,Portland State,87,Portland,78,12/5/2018
2.02E+11,Dartmouth,59,Quinnipiac,64,12/5/2018
2.02E+11,Canisius,68,Robert Morris,62,12/5/2018
2.02E+11,Princeton,82,Saint Joseph's,92,12/5/2018
2.02E+11,Southern Illinois,61,Saint Louis,56,12/5/2018
2.02E+11,San Diego State,61,San Diego,73,12/5/2018
2.02E+11,University of California,60,San Francisco,79,12/5/2018
2.02E+11,St. Bonaventure,82,Siena,40,12/5/2018
2.02E+11,New Orleans,71,South Alabama,60,12/5/2018
2.02E+11,Wyoming,73,South Carolina,64,12/5/2018
2.02E+11,Eastern Kentucky,79,South Carolina Upstate,77,12/5/2018
2.02E+11,Long Beach State,82,Southern Utah,71,12/5/2018
2.02E+11,Manhattan,62,Stony Brook,69,12/5/2018
2.02E+11,Tulane,87,Tennessee-Martin,74,12/5/2018
2.02E+11,Southern Methodist,59,Texas Christian,67,12/5/2018
2.02E+11,Pacific,74,Texas-Permian Basin,69,12/5/2018
2.02E+11,Texas A&M-Corpus Christi,55,Texas State,61,12/5/2018
2.02E+11,George Washington,68,Towson,64,12/5/2018
2.02E+11,Brigham Young,95,Utah State,80,12/5/2018
2.02E+11,Texas,53,Virginia Commonwealth,54,12/5/2018
2.02E+11,Fresno State,71,Weber State,52,12/5/2018
2.02E+11,North Carolina State,100,Western Carolina,67,12/5/2018
2.02E+11,Stetson,68,Western Illinois,64,12/5/2018
2.02E+11,Missouri State,84,Western Kentucky,78,12/5/2018
2.02E+11,Old Dominion,71,William & Mary,53,12/5/2018
2.02E+11,Iowa,98,Iowa State,84,12/6/2018
2.02E+11,Purdue,62,Maryland,60,12/6/2018
2.02E+11,San Jose State,67,Bethune-Cookman,65,12/6/2018
2.02E+11,Gardner-Webb,105,Bob Jones University,37,12/6/2018
2.02E+11,Wake Forest,80,Charlotte,56,12/6/2018
2.02E+11,Milwaukee,61,Drake,75,12/6/2018
2.02E+11,Florida A&M,80,Fort Valley State,58,12/6/2018
2.02E+11,IUPUI,95,Indiana-Kokomo,64,12/6/2018
2.02E+11,Wofford,112,Kentucky Christian,58,12/6/2018
2.02E+11,Seattle,90,Omaha,71,12/6/2018
2.02E+11,Fairfield,86,Oakland,87,12/6/2018
2.02E+11,UC-Riverside,75,Pepperdine,71,12/6/2018
2.02E+11,Chicago State,84,Trinity Christian,82,12/6/2018
2.02E+11,Arizona,80,Utah Valley,69,12/6/2018
2.02E+11,South Carolina State,90,Voorhees,69,12/6/2018
2.02E+11,Tennessee Tech,118,Warren Wilson,60,12/6/2018
2.02E+11,Arizona State,66,Nevada,72,12/7/2018
2.02E+11,Columbia,90,Bryant,68,12/7/2018
2.02E+11,Longwood,68,Frostburg State,65,12/7/2018
2.02E+11,Santa Clara,66,Idaho State,68,12/7/2018
2.02E+11,George Mason,66,James Madison,53,12/7/2018
2.02E+11,Stephen F. Austin,93,Louisiana Tech,96,12/7/2018
2.02E+11,Massachusetts-Lowell,110,Maine-Fort Kent,63,12/7/2018
2.02E+11,Providence,78,Massachusetts,79,12/7/2018
2.02E+11,Saint Mary's (CA),85,New Mexico,60,12/7/2018
2.02E+11,Elon,74,North Carolina-Greensboro,75,12/7/2018
2.02E+11,Missouri,80,Oral Roberts,64,12/7/2018
2.02E+11,South Dakota State,101,Southern,92,12/7/2018
2.02E+11,Southern California,61,Texas Christian,96,12/7/2018
2.02E+11,Kansas,63,New Mexico State,60,12/8/2018
2.02E+11,Duke,91,Yale,58,12/8/2018
2.02E+11,Michigan,89,South Carolina,78,12/8/2018
2.02E+11,Auburn,82,Dayton,72,12/8/2018
2.02E+11,Seton Hall,84,Kentucky,83,12/8/2018
2.02E+11,Florida,59,Michigan State,63,12/8/2018
2.02E+11,Connecticut,71,Florida State,79,12/8/2018
2.02E+11,Marquette,74,Wisconsin,69,12/8/2018
2.02E+11,Tulsa,47,Kansas State,46,12/8/2018
2.02E+11,St. Bonaventure,62,Buffalo,80,12/8/2018
2.02E+11,Villanova,70,Saint Joseph's,58,12/8/2018
2.02E+11,Mississippi State,82,Clemson,71,12/8/2018
2.02E+11,Maryland,55,Loyola (IL),41,12/8/2018
2.02E+11,Nebraska,94,Creighton,75,12/8/2018
2.02E+11,South Carolina Upstate,60,Furman,74,12/8/2018
2.02E+11,Memphis,94,Alabama-Birmingham,76,12/8/2018
2.02E+11,Howard,85,American,83,12/8/2018
2.02E+11,UC-Santa Barbara,55,Arkansas-Pine Bluff,45,12/8/2018
2.02E+11,Minnesota,72,Arkansas State,56,12/8/2018
2.02E+11,Air Force,61,Army,66,12/8/2018
2.02E+11,Cal Poly,80,Bethune-Cookman,78,12/8/2018
2.02E+11,Utah,59,Brigham Young,74,12/8/2018
2.02E+11,Idaho,67,Cal State Bakersfield,73,12/8/2018
2.02E+11,California Baptist,87,Cal Tech,48,12/8/2018
2.02E+11,Austin Peay,116,Calvary University,33,12/8/2018
2.02E+11,Little Rock,82,Central Arkansas,85,12/8/2018
2.02E+11,Eastern Michigan,105,Central State (OH),53,12/8/2018
2.02E+11,Boise State,82,Central Washington,62,12/8/2018
2.02E+11,Alcorn State,109,Champion Baptist,45,12/8/2018
2.02E+11,Penn State,76,Colgate,65,12/8/2018
2.02E+11,Texas Southern,107,Concordia (TX),70,12/8/2018
2.02E+11,Northwestern,75,DePaul,68,12/8/2018
2.02E+11,Northern Iowa,75,Dubuque,67,12/8/2018
2.02E+11,Western Illinois,67,Eastern Illinois,74,12/8/2018
2.02E+11,North Dakota State,74,Eastern Washington,67,12/8/2018
2.02E+11,Syracuse,72,Georgetown,71,12/8/2018
2.02E+11,Mercer,74,Georgia Southern,89,12/8/2018
2.02E+11,Central Florida,70,Grambling,45,12/8/2018
2.02E+11,Bowling Green State,97,Green Bay,68,12/8/2018
2.02E+11,North Carolina A&T,92,Greensboro,67,12/8/2018
2.02E+11,Southern Illinois-Edwardsville,92,Harris-Stowe,87,12/8/2018
2.02E+11,Vermont,71,Harvard,65,12/8/2018
2.02E+11,Hawaii,82,Hawaii-Hilo,75,12/8/2018
2.02E+11,Oklahoma State,53,Houston,63,12/8/2018
2.02E+11,Texas State,90,Houston Baptist,80,12/8/2018
2.02E+11,Colorado,84,Illinois-Chicago,72,12/8/2018
2.02E+11,Miami (OH),85,Purdue-Fort Wayne,79,12/8/2018
2.02E+11,Pepperdine,69,Jackson State,66,12/8/2018
2.02E+11,Delaware State,54,Jacksonville State,81,12/8/2018
2.02E+11,Gardner-Webb,102,Johnson & Wales (NC),55,12/8/2018
2.02E+11,Quinnipiac,88,Lafayette,77,12/8/2018
2.02E+11,Mount St. Mary's,78,Lehigh,85,12/8/2018
2.02E+11,Fresno State,92,Long Beach State,71,12/8/2018
2.02E+11,Saint Peter's,58,Long Island University,74,12/8/2018
2.02E+11,Indiana,68,Louisville,67,12/8/2018
2.02E+11,Binghamton,65,Loyola (MD),83,12/8/2018
2.02E+11,Dartmouth,78,Maine,52,12/8/2018
2.02E+11,Stetson,75,Marist,79,12/8/2018
2.02E+11,Drexel,76,Maryland-Baltimore County,91,12/8/2018
2.02E+11,Texas-San Antonio,104,Mid-America Christian,74,12/8/2018
2.02E+11,Jacksonville,100,Middle Georgia State,57,12/8/2018
2.02E+11,Illinois State,74,Mississippi,81,12/8/2018
2.02E+11,South Dakota,63,Missouri-Kansas City,65,12/8/2018
2.02E+11,Albany (NY),82,Monmouth,63,12/8/2018
2.02E+11,UC-Irvine,60,Montana,51,12/8/2018
2.02E+11,Towson,69,Morgan State,74,12/8/2018
2.02E+11,Middle Tennessee,42,Murray State,64,12/8/2018
2.02E+11,Oregon,84,Omaha,61,12/8/2018
2.02E+11,Illinois,77,Nevada-Las Vegas,74,12/8/2018
2.02E+11,Appalachian State,82,North Carolina Central,73,12/8/2018
2.02E+11,Butler,95,Northern Illinois,68,12/8/2018
2.02E+11,Eastern Kentucky,76,Northern Kentucky,74,12/8/2018
2.02E+11,UCLA,65,Notre Dame,62,12/8/2018
2.02E+11,Northeastern,92,Oakland,83,12/8/2018
2.02E+11,Central Connecticut State,79,Penn St.-Wilkes Barre,58,12/8/2018
2.02E+11,La Salle,65,Pennsylvania,83,12/8/2018
2.02E+11,West Virginia,69,Pittsburgh,59,12/8/2018
2.02E+11,Ohio,78,Radford,69,12/8/2018
2.02E+11,Holy Cross,63,Rhode Island,79,12/8/2018
2.02E+11,Hofstra,89,Rider,73,12/8/2018
2.02E+11,Fordham,78,Rutgers,70,12/8/2018
2.02E+11,Portland,76,Sacramento State,67,12/8/2018
2.02E+11,Colorado State,71,Sam Houston State,65,12/8/2018
2.02E+11,University of California,89,San Diego State,83,12/8/2018
2.02E+11,Abilene Christian,93,Schreiner,53,12/8/2018
2.02E+11,Robert Morris,71,Siena,74,12/8/2018
2.02E+11,Southeast Missouri State,73,Southern Illinois,83,12/8/2018
2.02E+11,Central Michigan,95,Southern Utah,86,12/8/2018
2.02E+11,NJIT,82,St. Francis (NY),60,12/8/2018
2.02E+11,Brown,71,Stony Brook,69,12/8/2018
